ObjectID,KiloNBR,BlockAddress,CMID,CMAgency,Date,Type,Status,Score,Side
1515062,LHP200101000272,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200101000272_210,"Honolulu PD, HI",01/01/2020 11:22:00 AM +0000,DUI,U,0,0
1515077,LHP200101000591,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200101000591_210,"Honolulu PD, HI",01/01/2020 01:45:00 PM +0000,DUI,U,0,1
1515132,LHP200101001398,911400 BLOCK MIULA ST,Honolulu_PD_HI_LHP200101001398_064,"Honolulu PD, HI",01/02/2020 12:14:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,2
1515844,LHP200102000446,1100 BLOCK TRIMBLE RD,Honolulu_PD_HI_LHP200102000446_077,"Honolulu PD, HI",01/02/2020 07:06:00 PM +0000,MOTOR VEHICLE THEFT,U,0,3
1515903,LHP200102000882,870300 BLOCK KOWEHE ST,Honolulu_PD_HI_LHP200102000882_100,"Honolulu PD, HI",01/02/2020 11:03:00 PM +0000,FRAUD,U,0,4
1515906,LHP200102000922,871900 BLOCK PAKEKE ST,Honolulu_PD_HI_LHP200102000922_060,"Honolulu PD, HI",01/02/2020 11:29:00 PM +0000,THEFT/LARCENY,U,0,5
1515929,LHP200102001240,911600 BLOCK PAHIKA ST,Honolulu_PD_HI_LHP200102001240_080,"Honolulu PD, HI",01/03/2020 02:45:00 AM +0000,ASSAULT,U,0,6
1516573,LHP200103000017,HOUGHTAILING/N SCHOOL,Honolulu_PD_HI_LHP200103000017_220,"Honolulu PD, HI",01/03/2020 10:14:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,7
1516579,LHP200103000066,H3E HALAWA VLY UP,Honolulu_PD_HI_LHP200103000066_210,"Honolulu PD, HI",01/03/2020 11:27:00 AM +0000,DUI,U,0,8
1516703,LHP200103001835,0 BLOCK H2S FWY,Honolulu_PD_HI_LHP200103001835_210,"Honolulu PD, HI",01/04/2020 09:28:00 AM +0000,DUI,U,0,9
1517327,LHP200104000055,0 BLOCK H1E FWY,Honolulu_PD_HI_LHP200104000055_210,"Honolulu PD, HI",01/04/2020 11:01:00 AM +0000,DUI,U,0,10
1517328,LHP200104000064,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200104000064_210,"Honolulu PD, HI",01/04/2020 11:14:00 AM +0000,DUI,U,0,11
1517373,LHP200104000639,940500 BLOCK KUNIA RD,Honolulu_PD_HI_LHP200104000639_060,"Honolulu PD, HI",01/04/2020 09:22:00 PM +0000,THEFT/LARCENY,U,0,12
1517400,LHP200104000895,0 BLOCK ARIZONA MEMORIAL DR,Honolulu_PD_HI_LHP200104000895_064,"Honolulu PD, HI",01/05/2020 12:14:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,13
1517449,LHP200104001508,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200104001508_060,"Honolulu PD, HI",01/05/2020 07:31:00 AM +0000,THEFT/LARCENY,U,0,14
1518078,LHP200105000156,MEHEULA ONTO H2S,Honolulu_PD_HI_LHP200105000156_220,"Honolulu PD, HI",01/05/2020 12:17:00 PM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,15
1518085,LHP200105000221,200 BLOCK H1E FWY,Honolulu_PD_HI_LHP200105000221_220,"Honolulu PD, HI",01/05/2020 01:33:00 PM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,16
1518112,LHP200105001282,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200105001282_210,"Honolulu PD, HI",01/06/2020 04:44:00 AM +0000,DUI,U,0,17
1518158,LHP200105001363,0 BLOCK VINSON RD,Honolulu_PD_HI_LHP200105001363_077,"Honolulu PD, HI",01/06/2020 05:55:00 AM +0000,MOTOR VEHICLE THEFT,U,0,18
1518170,LHP200105001633,200 BLOCK H1W FWY,Honolulu_PD_HI_LHP200105001633_210,"Honolulu PD, HI",01/06/2020 09:23:00 AM +0000,DUI,U,0,19
1519664,LHP200107001116,CLUB SUMI/MOKUKAWA,Honolulu_PD_HI_LHP200107001116_060,"Honolulu PD, HI",01/08/2020 01:19:00 AM +0000,THEFT/LARCENY,U,0,20
1519680,LHP200107001424,400 BLOCK HOBRON,Honolulu_PD_HI_LHP200107001424_064,"Honolulu PD, HI",01/08/2020 03:59:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,21
1519682,LHP200107001460,ASTON WKK,Honolulu_PD_HI_LHP200107001460_220,"Honolulu PD, HI",01/08/2020 04:15:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,22
1519704,LHP200107001862,H2S EXIT1A H1W HONO,Honolulu_PD_HI_LHP200107001862_210,"Honolulu PD, HI",01/08/2020 08:46:00 AM +0000,DUI,U,0,23
1520335,LHP200108000061,911000 BLOCK HOAKALEI ST,Honolulu_PD_HI_LHP200108000061_080,"Honolulu PD, HI",01/08/2020 11:03:00 AM +0000,ASSAULT,U,0,24
1520340,LHP200108000129,200 BLOCK H1W FWY,Honolulu_PD_HI_LHP200108000129_220,"Honolulu PD, HI",01/08/2020 12:22:00 PM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,25
1520397,LHP200108000700,911000 BLOCK HOOMALIE ST,Honolulu_PD_HI_LHP200108000700_060,"Honolulu PD, HI",01/08/2020 09:16:00 PM +0000,THEFT/LARCENY,U,0,26
1520405,LHP200108000764,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200108000764_060,"Honolulu PD, HI",01/08/2020 10:00:00 PM +0000,THEFT/LARCENY,U,0,27
1520417,LHP200108000971,1100 BLOCK KAKALA ST,Honolulu_PD_HI_LHP200108000971_060,"Honolulu PD, HI",01/09/2020 12:07:00 AM +0000,THEFT/LARCENY,U,0,28
1520433,LHP200108001161,H1W H2N OFF,Honolulu_PD_HI_LHP200108001161_140,"Honolulu PD, HI",01/09/2020 02:06:00 AM +0000,VANDALISM,U,0,29
1520447,LHP200108001255,AIEA HTS DR&TRAIL AIEA LOOP,Honolulu_PD_HI_LHP200108001255_064,"Honolulu PD, HI",01/09/2020 03:07:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,30
1520471,LHP200108001681,3000 BLOCK LYMAN RD,Honolulu_PD_HI_LHP200108001681_180,"Honolulu PD, HI",01/09/2020 08:15:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,31
1521195,LHP200109000891,KEAHUMOA PKWY&MAUNAKAPU ST,Honolulu_PD_HI_LHP200109000891_060,"Honolulu PD, HI",01/09/2020 10:35:00 PM +0000,THEFT/LARCENY,U,0,32
1521998,LHP200110001075,4800 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200110001075_060,"Honolulu PD, HI",01/11/2020 12:59:00 AM +0000,THEFT/LARCENY,U,0,33
1522004,LHP200110001169,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200110001169_060,"Honolulu PD, HI",01/11/2020 01:48:00 AM +0000,THEFT/LARCENY,U,0,34
1522790,LHP200111001169,100 BLOCK WHITE PLAINS ST,Honolulu_PD_HI_LHP200111001169_064,"Honolulu PD, HI",01/12/2020 03:38:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,35
1523483,LHP200112000248,911100 BLOCK KAIKOHOLA ST,Honolulu_PD_HI_LHP200112000248_077,"Honolulu PD, HI",01/12/2020 02:13:00 PM +0000,MOTOR VEHICLE THEFT,U,0,36
1523484,LHP200112000256,H1E EXIT 10&MOANALUA RD,Honolulu_PD_HI_LHP200112000256_210,"Honolulu PD, HI",01/12/2020 02:38:00 PM +0000,DUI,U,0,37
1523529,LHP200112000667,450100 BLOCK LILIPUNA PL,Honolulu_PD_HI_LHP200112000667_050,"Honolulu PD, HI",01/12/2020 10:05:00 PM +0000,BURGLARY,U,0,38
1523535,LHP200112000749,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200112000749_060,"Honolulu PD, HI",01/12/2020 11:25:00 PM +0000,THEFT/LARCENY,U,0,39
1524268,LHP200113000021,WAHIAWA DP,Honolulu_PD_HI_LHP200113000021_175,"Honolulu PD, HI",01/13/2020 10:17:00 AM +0000,SEX CRIMES,U,0,40
1524274,LHP200113000133,200 BLOCK H1W FWY,Honolulu_PD_HI_LHP200113000133_210,"Honolulu PD, HI",01/13/2020 12:46:00 PM +0000,DUI,U,0,41
1524285,LHP200113000363,100 BLOCK WHITE PLAINS ST,Honolulu_PD_HI_LHP200113000363_064,"Honolulu PD, HI",01/13/2020 05:10:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,42
1524293,LHP200113000209,911300 BLOCK KINOIKI ST,Honolulu_PD_HI_LHP200113000209_077,"Honolulu PD, HI",01/13/2020 03:27:00 PM +0000,MOTOR VEHICLE THEFT,U,0,43
1524334,LHP200113000779,0 BLOCK ARIZONA MEMORIAL PL,Honolulu_PD_HI_LHP200113000779_140,"Honolulu PD, HI",01/13/2020 09:55:00 PM +0000,VANDALISM,U,0,44
1524353,LHP200113000847,911000 BLOCK KEAUNUI DR,Honolulu_PD_HI_LHP200113000847_060,"Honolulu PD, HI",01/13/2020 10:45:00 PM +0000,THEFT/LARCENY,U,0,45
1524406,LHP200113001335,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200113001335_060,"Honolulu PD, HI",01/14/2020 03:54:00 AM +0000,THEFT/LARCENY,U,0,46
1524423,LHP200113001562,870800 BLOCK APUUPUU RD,Honolulu_PD_HI_LHP200113001562_060,"Honolulu PD, HI",01/14/2020 06:44:00 AM +0000,THEFT/LARCENY,U,0,47
1525080,LHP200114000030,KUNIA FROM H1W,Honolulu_PD_HI_LHP200114000030_210,"Honolulu PD, HI",01/14/2020 10:34:00 AM +0000,DUI,U,0,48
1525083,LHP200114000071,5200 BLOCK CATLIN LN,Honolulu_PD_HI_LHP200114000071_064,"Honolulu PD, HI",01/14/2020 11:40:00 AM +0000,VEHICLE BREAK-IN/THEFT,U,0,49
1525085,LHP200114000103,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200114000103_210,"Honolulu PD, HI",01/14/2020 12:31:00 PM +0000,DUI,U,0,50
1525103,LHP200114000426,4600 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200114000426_020,"Honolulu PD, HI",01/14/2020 06:10:00 PM +0000,SEX CRIMES,U,0,51
1525104,LHP200114000427,H2N FWY&KA UKA BLVD,Honolulu_PD_HI_LHP200114000427_064,"Honolulu PD, HI",01/14/2020 06:14:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,52
1525108,LHP200114000464,520200 BLOCK KAHANA VALLEY RD,Honolulu_PD_HI_LHP200114000464_060,"Honolulu PD, HI",01/14/2020 06:33:00 PM +0000,THEFT/LARCENY,U,0,53
1525834,LHP200115000063,KUNIA ONTO H1E,Honolulu_PD_HI_LHP200115000063_210,"Honolulu PD, HI",01/15/2020 11:16:00 AM +0000,DUI,U,0,54
1525840,LHP200115000140,FORT WEAVER/H1 3868,Honolulu_PD_HI_LHP200115000140_210,"Honolulu PD, HI",01/15/2020 12:57:00 PM +0000,DUI,U,0,55
1525863,LHP200115000975,911000 BLOCK KEAUNUI DR,Honolulu_PD_HI_LHP200115000975_060,"Honolulu PD, HI",01/15/2020 11:33:00 PM +0000,THEFT/LARCENY,U,0,56
1525865,LHP200115000635,900 BLOCK AE ST,Honolulu_PD_HI_LHP200115000635_060,"Honolulu PD, HI",01/15/2020 08:21:00 PM +0000,THEFT/LARCENY,U,0,57
1526568,LHP200116000030,MFE HALAWA OFF,Honolulu_PD_HI_LHP200116000030_210,"Honolulu PD, HI",01/16/2020 10:23:00 AM +0000,DUI,U,0,58
1526571,LHP200116000064,H1E AIEA OFF,Honolulu_PD_HI_LHP200116000064_210,"Honolulu PD, HI",01/16/2020 11:23:00 AM +0000,DUI,U,0,59
1526573,LHP200116000090,H1W WAIPAHU,Honolulu_PD_HI_LHP200116000090_210,"Honolulu PD, HI",01/16/2020 11:53:00 AM +0000,DUI,U,0,60
1526637,LHP200116000946,1700 BLOCK KITTYHAWK ST,Honolulu_PD_HI_LHP200116000946_060,"Honolulu PD, HI",01/16/2020 11:26:00 PM +0000,THEFT/LARCENY,U,0,61
1526646,LHP200116001035,911000 BLOCK KAHALEPOULI ST,Honolulu_PD_HI_LHP200116001035_140,"Honolulu PD, HI",01/17/2020 12:10:00 AM +0000,VANDALISM,U,0,62
1527309,LHP200117000047,2900 BLOCK ROUND,Honolulu_PD_HI_LHP200117000047_220,"Honolulu PD, HI",01/17/2020 10:55:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,63
1527314,LHP200117000093,PUNAHOU ONTO H1W,Honolulu_PD_HI_LHP200117000093_210,"Honolulu PD, HI",01/17/2020 11:48:00 AM +0000,DUI,U,0,64
1527320,LHP200117000138,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200117000138_210,"Honolulu PD, HI",01/17/2020 12:42:00 PM +0000,DUI,U,0,65
1527322,LHP200117000154,0 BLOCK H2N FWY,Honolulu_PD_HI_LHP200117000154_210,"Honolulu PD, HI",01/17/2020 01:06:00 PM +0000,DUI,U,0,66
1527323,LHP200117000167,QUEEN ST&WAIMANU ST,Honolulu_PD_HI_LHP200117000167_210,"Honolulu PD, HI",01/17/2020 01:30:00 PM +0000,DUI,U,0,67
1527332,LHP200117000376,911800 BLOCK FD ROOSEVELT AVE,Honolulu_PD_HI_LHP200117000376_060,"Honolulu PD, HI",01/17/2020 05:23:00 PM +0000,THEFT/LARCENY,U,0,68
1527388,LHP200117000962,FARRINGTON HWY&WAIANAE VALLEY,Honolulu_PD_HI_LHP200117000962_064,"Honolulu PD, HI",01/17/2020 11:46:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,69
1528059,LHP200118000168,AAWA DR&FORT WEAVER RD,Honolulu_PD_HI_LHP200118000168_210,"Honolulu PD, HI",01/18/2020 01:03:00 PM +0000,DUI,U,0,70
1528061,LHP200118000179,KAMAAHA AVE&MANAWAI ST,Honolulu_PD_HI_LHP200118000179_210,"Honolulu PD, HI",01/18/2020 01:15:00 PM +0000,DUI,U,0,71
1528078,LHP200118000380,5300 BLOCK KOELSCH LN,Honolulu_PD_HI_LHP200118000380_077,"Honolulu PD, HI",01/18/2020 05:35:00 PM +0000,MOTOR VEHICLE THEFT,U,0,72
1528164,LHP200118001496,920700 BLOCK KUHOHO PL,Honolulu_PD_HI_LHP200118001496_080,"Honolulu PD, HI",01/19/2020 07:02:00 AM +0000,ASSAULT,U,0,73
1528795,LHP200119000053,100 BLOCK H1W FWY,Honolulu_PD_HI_LHP200119000053_210,"Honolulu PD, HI",01/19/2020 10:32:00 AM +0000,DUI,U,0,74
1528796,LHP200119000102,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200119000102_210,"Honolulu PD, HI",01/19/2020 11:24:00 AM +0000,DUI,U,0,75
1528797,LHP200119000123,MFW FT SHAFTER OFF,Honolulu_PD_HI_LHP200119000123_210,"Honolulu PD, HI",01/19/2020 11:39:00 AM +0000,DUI,U,0,76
1528810,LHP200119000275,MFW FT SHAFTER OFF,Honolulu_PD_HI_LHP200119000275_210,"Honolulu PD, HI",01/19/2020 02:20:00 PM +0000,DUI,U,0,77
1528814,LHP200119000329,2011N N SCHOOL ST,Honolulu_PD_HI_LHP200119000329_060,"Honolulu PD, HI",01/19/2020 03:52:00 PM +0000,THEFT/LARCENY,U,0,78
1528816,LHP200119000366,700 BLOCK KUNEHI ST,Honolulu_PD_HI_LHP200119000366_060,"Honolulu PD, HI",01/19/2020 04:42:00 PM +0000,THEFT/LARCENY,U,0,79
1528835,LHP200119000582,911100 BLOCK KANELA ST,Honolulu_PD_HI_LHP200119000582_110,"Honolulu PD, HI",01/19/2020 08:28:00 PM +0000,FRAUD,U,0,80
1528877,LHP200119001108,911400 BLOCK KEAHUMOA PKWY,Honolulu_PD_HI_LHP200119001108_240,"Honolulu PD, HI",01/20/2020 03:24:00 AM +0000,DISTURBING THE PEACE,U,0,81
1528918,LHP200120000137,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200120000137_210,"Honolulu PD, HI",01/20/2020 12:41:00 PM +0000,DUI,U,0,82
1528958,LHP200120000661,3000 BLOCK LYMAN RD,Honolulu_PD_HI_LHP200120000661_060,"Honolulu PD, HI",01/20/2020 10:09:00 PM +0000,THEFT/LARCENY,U,0,83
1528971,LHP200120000865,600 BLOCK POOL ST,Honolulu_PD_HI_LHP200120000865_077,"Honolulu PD, HI",01/21/2020 12:43:00 AM +0000,MOTOR VEHICLE THEFT,U,0,84
1528984,LHP200120000994,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200120000994_060,"Honolulu PD, HI",01/21/2020 02:27:00 AM +0000,THEFT/LARCENY,U,0,85
1529063,LHP200121000677,911500 BLOCK LAUPAE ST,Honolulu_PD_HI_LHP200121000677_064,"Honolulu PD, HI",01/21/2020 09:15:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,86
1529068,LHP200121000712,AIKI ST&KUPUNA LOOP,Honolulu_PD_HI_LHP200121000712_140,"Honolulu PD, HI",01/21/2020 09:39:00 PM +0000,VANDALISM,U,0,87
1529087,LHP200121000875,KEKAULIKE/N NIMITZ,Honolulu_PD_HI_LHP200121000875_220,"Honolulu PD, HI",01/21/2020 11:42:00 PM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,88
1529096,LHP200121001004,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200121001004_060,"Honolulu PD, HI",01/22/2020 12:54:00 AM +0000,THEFT/LARCENY,U,0,89
1529114,LHP200121001226,2600 BLOCK STOWELL CIR,Honolulu_PD_HI_LHP200121001226_080,"Honolulu PD, HI",01/22/2020 03:05:00 AM +0000,ASSAULT,U,0,90
1529118,LHP200121001265,911200 BLOCK KAIOKIA ST,Honolulu_PD_HI_LHP200121001265_060,"Honolulu PD, HI",01/22/2020 03:33:00 AM +0000,THEFT/LARCENY,U,0,91
1529128,LHP200121001611,KAM FROM H2S,Honolulu_PD_HI_LHP200121001611_210,"Honolulu PD, HI",01/22/2020 08:28:00 AM +0000,DUI,U,0,92
1529135,LHP200122000050,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200122000050_210,"Honolulu PD, HI",01/22/2020 11:00:00 AM +0000,DUI,U,0,93
1529192,LHP200122000732,1700 BLOCK KITTYHAWK ST,Honolulu_PD_HI_LHP200122000732_064,"Honolulu PD, HI",01/22/2020 10:03:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,94
1529199,LHP200122000781,1700 BLOCK KITTYHAWK ST,Honolulu_PD_HI_LHP200122000781_077,"Honolulu PD, HI",01/22/2020 10:25:00 PM +0000,MOTOR VEHICLE THEFT,U,0,95
1529264,LHP200122001777,0 BLOCK H2S FWY,Honolulu_PD_HI_LHP200122001777_210,"Honolulu PD, HI",01/23/2020 09:25:00 AM +0000,DUI,U,0,96
1529266,LHP200122001808,PUNA/BERE 3872,Honolulu_PD_HI_LHP200122001808_210,"Honolulu PD, HI",01/23/2020 09:49:00 AM +0000,DUI,U,0,97
1529270,LHP200123000046,KAKAAKO PLOT,Honolulu_PD_HI_LHP200123000046_180,"Honolulu PD, HI",01/23/2020 10:43:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,98
1529347,LHP200123001127,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200123001127_060,"Honolulu PD, HI",01/24/2020 01:00:00 AM +0000,THEFT/LARCENY,U,0,99
1529371,LHP200123001364,6100 BLOCK KAHOOHANOHANO ST,Honolulu_PD_HI_LHP200123001364_170,"Honolulu PD, HI",01/24/2020 03:05:00 AM +0000,SEX CRIMES,U,0,100
1529404,LHP200123001874,ZIPS KING SAFEWAY,Honolulu_PD_HI_LHP200123001874_220,"Honolulu PD, HI",01/24/2020 09:02:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,101
1529423,LHP200124000154,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200124000154_210,"Honolulu PD, HI",01/24/2020 01:24:00 PM +0000,DUI,U,0,102
1529454,LHP200124000580,ESSEX RD&WHITE PLAINS ST,Honolulu_PD_HI_LHP200124000580_060,"Honolulu PD, HI",01/24/2020 08:31:00 PM +0000,THEFT/LARCENY,U,0,103
1529472,LHP200124000797,KUOU ST&WAKEA ST,Honolulu_PD_HI_LHP200124000797_140,"Honolulu PD, HI",01/24/2020 10:49:00 PM +0000,VANDALISM,U,0,104
1529473,LHP200124000812,1900 BLOCK OCALLAHAN ST,Honolulu_PD_HI_LHP200124000812_077,"Honolulu PD, HI",01/24/2020 11:02:00 PM +0000,MOTOR VEHICLE THEFT,U,0,105
1529475,LHP200124000834,920600 BLOCK WELO ST,Honolulu_PD_HI_LHP200124000834_140,"Honolulu PD, HI",01/24/2020 11:26:00 PM +0000,VANDALISM,U,0,106
1529503,LHP200124001227,911200 BLOCK KAIOKIA ST,Honolulu_PD_HI_LHP200124001227_111,"Honolulu PD, HI",01/25/2020 03:02:00 AM +0000,FRAUD,U,0,107
1529521,LHP200124001524,1100 BLOCK QUEEN ST,Honolulu_PD_HI_LHP200124001524_060,"Honolulu PD, HI",01/25/2020 06:13:00 AM +0000,THEFT/LARCENY,U,0,108
1529553,LHP200126000214,H1W OLA LN,Honolulu_PD_HI_LHP200126000214_210,"Honolulu PD, HI",01/26/2020 01:56:00 PM +0000,DUI,U,0,109
1530326,LHP200127000020,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200127000020_210,"Honolulu PD, HI",01/27/2020 10:18:00 AM +0000,DUI,U,0,110
1530331,LHP200127000078,WALMART KING/BETHEL,Honolulu_PD_HI_LHP200127000078_220,"Honolulu PD, HI",01/27/2020 11:38:00 AM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,111
1530394,LHP200127000773,913200 BLOCK KUALAKAI PKWY,Honolulu_PD_HI_LHP200127000773_077,"Honolulu PD, HI",01/27/2020 09:47:00 PM +0000,MOTOR VEHICLE THEFT,U,0,112
1530395,LHP200127000789,3000 BLOCK NOELA DR,Honolulu_PD_HI_LHP200127000789_050,"Honolulu PD, HI",01/27/2020 10:02:00 PM +0000,BURGLARY,U,0,113
1530402,LHP200127000845,911100 BLOCK KEAUNUI DR,Honolulu_PD_HI_LHP200127000845_064,"Honolulu PD, HI",01/27/2020 10:45:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,114
1530462,LHP200127001852,100 BLOCK H1E FWY,Honolulu_PD_HI_LHP200127001852_210,"Honolulu PD, HI",01/28/2020 09:20:00 AM +0000,DUI,U,0,115
1531110,LHP200128000147,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200128000147_210,"Honolulu PD, HI",01/28/2020 01:16:00 PM +0000,DUI,U,0,116
1531111,LHP200128000150,200 BLOCK H1E FWY,Honolulu_PD_HI_LHP200128000150_140,"Honolulu PD, HI",01/28/2020 01:18:00 PM +0000,VANDALISM,U,0,117
1531134,LHP200128000407,KAIAMALO ST&WAIEMI ST,Honolulu_PD_HI_LHP200128000407_060,"Honolulu PD, HI",01/28/2020 06:02:00 PM +0000,THEFT/LARCENY,U,0,118
1531174,LHP200128000733,6600 BLOCK MOKAPU RD,Honolulu_PD_HI_LHP200128000733_060,"Honolulu PD, HI",01/28/2020 09:14:00 PM +0000,THEFT/LARCENY,U,0,119
1531188,LHP200128000917,911000 BLOCK WAIPAA ST,Honolulu_PD_HI_LHP200128000917_110,"Honolulu PD, HI",01/28/2020 11:11:00 PM +0000,FRAUD,U,0,120
1531261,LHP200128001791,0 BLOCK H1E FWY,Honolulu_PD_HI_LHP200128001791_210,"Honolulu PD, HI",01/29/2020 09:02:00 AM +0000,DUI,U,0,121
1531858,LHP200129000074,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200129000074_210,"Honolulu PD, HI",01/29/2020 11:30:00 AM +0000,DUI,U,0,122
1531909,LHP200129000683,200 BLOCK KAPAA QUARRY PL,Honolulu_PD_HI_LHP200129000683_064,"Honolulu PD, HI",01/29/2020 09:15:00 PM +0000,VEHICLE BREAK-IN/THEFT,U,0,123
1531913,LHP200129000716,0 BLOCK WHITE PLAINS ST,Honolulu_PD_HI_LHP200129000716_111,"Honolulu PD, HI",01/29/2020 09:31:00 PM +0000,FRAUD,U,0,124
1531953,LHP200129001333,700 BLOCK MANAWAI ST,Honolulu_PD_HI_LHP200129001333_077,"Honolulu PD, HI",01/30/2020 03:12:00 AM +0000,MOTOR VEHICLE THEFT,U,0,125
1531958,LHP200129001373,4600 BLOCK GARDENIA LN,Honolulu_PD_HI_LHP200129001373_040,"Honolulu PD, HI",01/30/2020 03:35:00 AM +0000,ASSAULT,U,0,126
1532579,LHP200130000029,500 BLOCK KAMAAHA AVE,Honolulu_PD_HI_LHP200130000029_060,"Honolulu PD, HI",01/30/2020 10:22:00 AM +0000,THEFT/LARCENY,U,0,127
1532595,LHP200130000164,LANIWAI/WARD,Honolulu_PD_HI_LHP200130000164_210,"Honolulu PD, HI",01/30/2020 02:26:00 PM +0000,DUI,U,0,128
1532678,LHP200130001034,4700 BLOCK CARPENTER ST,Honolulu_PD_HI_LHP200130001034_080,"Honolulu PD, HI",01/31/2020 01:39:00 AM +0000,ASSAULT,U,0,129
1533309,LHP200131000182,3100 BLOCK N NIMITZ,Honolulu_PD_HI_LHP200131000182_220,"Honolulu PD, HI",01/31/2020 02:18:00 PM +0000,DRUGS/ALCOHOL VIOLATIONS,U,0,130
1533334,LHP200131000454,H1W AIEA PED OP,Honolulu_PD_HI_LHP200131000454_077,"Honolulu PD, HI",01/31/2020 06:40:00 PM +0000,MOTOR VEHICLE THEFT,U,0,131
1533384,LHP200131001251,KAPOLEI PKWY&KEALAKAPU ST,Honolulu_PD_HI_LHP200131001251_140,"Honolulu PD, HI",02/01/2020 03:18:00 AM +0000,VANDALISM,U,0,132
1533399,LHP200131001287,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200131001287_060,"Honolulu PD, HI",02/01/2020 03:44:00 AM +0000,THEFT/LARCENY,U,0,133
1533404,LHP200131001372,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200131001372_060,"Honolulu PD, HI",02/01/2020 04:35:00 AM +0000,THEFT/LARCENY,U,0,134
1534044,LHP200201000059,BCH HSE,Honolulu_PD_HI_LHP200201000059_210,"Honolulu PD, HI",02/01/2020 10:33:00 AM +0000,DUI,U,0,135
1534045,LHP200201000096,100 BLOCK H1W FWY,Honolulu_PD_HI_LHP200201000096_210,"Honolulu PD, HI",02/01/2020 11:07:00 AM +0000,DUI,U,0,136
1534048,LHP200201000125,0 BLOCK H1W FWY,Honolulu_PD_HI_LHP200201000125_210,"Honolulu PD, HI",02/01/2020 11:40:00 AM +0000,DUI,U,0,137
1534066,LHP200201001021,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200201001021_060,"Honolulu PD, HI",02/02/2020 12:43:00 AM +0000,THEFT/LARCENY,U,0,138
1534101,LHP200201000860,4800 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200201000860_050,"Honolulu PD, HI",02/01/2020 10:56:00 PM +0000,BURGLARY,U,0,139
1534114,LHP200201001084,4400 BLOCK KAPOLEI PKWY,Honolulu_PD_HI_LHP200201001084_060,"Honolulu PD, HI",02/02/2020 01:25:00 AM +0000,THEFT/LARCENY,U,0,140
1534138,LHP200201001531,3000 BLOCK LYMAN RD,Honolulu_PD_HI_LHP200201001531_170,"Honolulu PD, HI",02/02/2020 07:17:00 AM +0000,SEX CRIMES,U,0,141
1534810,LHP200202000140,H1W EXIT 2&MAKAKILO DR,Honolulu_PD_HI_LHP200202000140_210,"Honolulu PD, HI",02/02/2020 12:08:00 PM +0000,DUI,U,0,142
